WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8081
 * Running on http://192.168.0.7:8081
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 329-993-154
127.0.0.1 - - [24/Jun/2026 19:54:05] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:54:34] "GET /api/queue HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:54:34] "GET /api/executions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:54:35] "GET /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:54:35] "GET /api/system/emergency-stop HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:48] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:48] "GET /js/app.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:49] "GET /css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:49] "GET /js/state.js HTTP/1.1" 304 -
127.0.0.1 - - [24/Jun/2026 19:56:49] "GET /js/api.js HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/system/emergency-stop HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/queue HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.archive HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.star HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.mark_read HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.move HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.compose HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/label.apply HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.send.external HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.reply HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.send.internal HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.forward HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:51] "GET /api/trust/email.delete HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:56:56] "GET /api/gmail/messages?limit=20 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 19:58:36] "GET /api/templates HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/system/execution-delay HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/system/emergency-stop HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/system/profile HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/system/emergency-stop HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:37] "GET /api/system/profile HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:38] "GET /api/gmail/status HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:48] "POST /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:48] "GET /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:00:58] "POST /api/agent/run HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:03] "POST /api/agent/run HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:05] "GET /api/system/profile HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:05] "GET /api/system/emergency-stop HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:05] "GET /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:06] "GET /api/gmail/status HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:06] "DELETE /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:06] "GET /api/private-contacts HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 20:01:15] "POST /api/agent/run HTTP/1.1" 200 -
